Date,Usage,LagRP,LeadRP,CO2,Day
2018-01-03 19:45:00,43.2,5.69,0.18,0.02,Wednesday
2018-01-03 20:00:00,37.33,1.19,1.66,0.02,Wednesday
2018-01-03 20:15:00,41.0,5.62,0.54,0.02,Wednesday
2018-01-03 20:30:00,37.3,2.88,1.22,0.02,Wednesday
2018-01-03 20:45:00,32.72,2.02,6.98,0.02,Wednesday
2018-01-03 21:00:00,9.83,0.0,23.83,0.0,Wednesday
2018-01-03 21:15:00,7.96,0.0,24.8,0.0,Wednesday
2018-01-03 21:30:00,5.44,0.0,26.82,0.0,Wednesday
2018-01-03 21:45:00,5.11,0.0,26.78,0.0,Wednesday
2018-01-03 22:00:00,5.18,0.0,26.78,0.0,Wednesday
2018-01-03 22:15:00,4.97,1.91,15.16,0.0,Wednesday
2018-01-03 22:30:00,4.75,5.26,0.0,0.0,Wednesday
2018-01-03 22:45:00,4.64,5.15,0.0,0.0,Wednesday
2018-01-03 23:00:00,4.64,4.97,0.0,0.0,Wednesday
2018-01-03 23:15:00,4.72,4.39,0.0,0.0,Wednesday
2018-01-03 23:30:00,4.61,4.25,0.0,0.0,Wednesday
2018-01-03 23:45:00,4.57,4.43,0.0,0.0,Wednesday
2018-01-04 00:00:00,4.57,4.5,0.0,0.0,Wednesday
2018-01-04 00:15:00,4.61,4.57,0.0,0.0,Thursday
2018-01-04 00:30:00,4.64,4.57,0.0,0.0,Thursday
2018-01-04 00:45:00,4.64,4.68,0.0,0.0,Thursday
2018-01-04 01:00:00,4.61,4.79,0.0,0.0,Thursday
2018-01-04 01:15:00,4.61,4.64,0.0,0.0,Thursday
2018-01-04 01:30:00,4.61,4.93,0.0,0.0,Thursday
2018-01-04 01:45:00,4.68,4.64,0.0,0.0,Thursday
2018-01-04 02:00:00,4.64,4.79,0.0,0.0,Thursday
2018-01-04 02:15:00,4.61,4.75,0.0,0.0,Thursday
2018-01-04 02:30:00,4.64,4.9,0.0,0.0,Thursday
2018-01-04 02:45:00,4.61,4.9,0.0,0.0,Thursday
2018-01-04 03:00:00,4.68,4.93,0.0,0.0,Thursday
2018-01-04 03:15:00,4.68,5.0,0.0,0.0,Thursday
2018-01-04 03:30:00,4.61,4.86,0.0,0.0,Thursday
2018-01-04 03:45:00,4.61,4.86,0.0,0.0,Thursday
2018-01-04 04:00:00,4.68,5.15,0.0,0.0,Thursday
2018-01-04 04:15:00,4.61,4.72,0.0,0.0,Thursday
2018-01-04 04:30:00,4.64,4.72,0.0,0.0,Thursday
2018-01-04 04:45:00,4.64,4.54,0.0,0.0,Thursday
2018-01-04 05:00:00,4.61,4.64,0.0,0.0,Thursday
2018-01-04 05:15:00,4.61,4.5,0.0,0.0,Thursday
2018-01-04 05:30:00,4.64,4.5,0.0,0.0,Thursday
2018-01-04 05:45:00,4.61,4.39,0.0,0.0,Thursday
2018-01-04 06:00:00,4.61,4.54,0.0,0.0,Thursday
2018-01-04 06:15:00,4.61,4.64,0.0,0.0,Thursday
2018-01-04 06:30:00,4.64,4.82,0.0,0.0,Thursday
2018-01-04 06:45:00,4.57,4.68,0.0,0.0,Thursday
2018-01-04 07:00:00,4.64,4.57,0.0,0.0,Thursday
2018-01-04 07:15:00,4.54,4.61,0.0,0.0,Thursday
2018-01-04 07:30:00,5.36,4.79,0.0,0.0,Thursday
2018-01-04 07:45:00,7.06,4.9,0.0,0.0,Thursday
2018-01-04 08:00:00,7.81,4.68,0.0,0.0,Thursday
2018-01-04 08:15:00,83.23,51.73,0.0,0.04,Thursday
2018-01-04 08:30:00,136.19,74.88,0.0,0.06,Thursday
2018-01-04 08:45:00,108.29,75.82,0.0,0.05,Thursday
2018-01-04 09:00:00,131.18,53.6,0.0,0.06,Thursday
2018-01-04 09:15:00,136.04,56.7,0.0,0.06,Thursday
2018-01-04 09:30:00,128.02,46.22,0.0,0.06,Thursday
2018-01-04 09:45:00,132.84,53.53,0.0,0.06,Thursday
2018-01-04 10:00:00,111.49,39.17,0.0,0.05,Thursday
2018-01-04 10:15:00,124.78,38.95,0.0,0.06,Thursday
2018-01-04 10:30:00,96.66,30.89,0.0,0.04,Thursday
2018-01-04 10:45:00,128.81,41.04,0.0,0.06,Thursday
2018-01-04 11:00:00,78.37,28.94,0.0,0.04,Thursday
2018-01-04 11:15:00,104.8,59.04,0.0,0.05,Thursday
2018-01-04 11:30:00,131.83,61.2,0.0,0.06,Thursday
2018-01-04 11:45:00,113.11,60.19,0.0,0.05,Thursday
2018-01-04 12:00:00,128.05,60.55,0.0,0.06,Thursday
2018-01-04 12:15:00,14.15,3.78,18.79,0.01,Thursday
2018-01-04 12:30:00,7.85,0.0,26.39,0.0,Thursday
2018-01-04 12:45:00,7.02,0.0,26.89,0.0,Thursday
2018-01-04 13:00:00,7.63,0.07,26.46,0.0,Thursday
2018-01-04 13:15:00,78.37,21.24,1.19,0.04,Thursday
2018-01-04 13:30:00,135.43,51.95,0.0,0.06,Thursday
2018-01-04 13:45:00,105.12,33.66,0.0,0.05,Thursday
2018-01-04 14:00:00,120.6,41.4,0.0,0.06,Thursday
2018-01-04 14:15:00,117.97,41.72,0.0,0.05,Thursday
2018-01-04 14:30:00,121.93,43.56,0.0,0.06,Thursday
2018-01-04 14:45:00,121.07,44.35,0.0,0.06,Thursday
2018-01-04 15:00:00,115.42,38.45,0.0,0.05,Thursday
2018-01-04 15:15:00,115.49,41.15,0.0,0.05,Thursday
2018-01-04 15:30:00,101.92,39.06,0.0,0.05,Thursday
2018-01-04 15:45:00,138.06,51.8,0.0,0.06,Thursday
2018-01-04 16:00:00,118.94,49.97,0.0,0.05,Thursday
2018-01-04 16:15:00,144.29,54.94,0.0,0.07,Thursday
2018-01-04 16:30:00,88.27,28.73,0.0,0.04,Thursday
2018-01-04 16:45:00,119.99,38.99,0.0,0.06,Thursday
2018-01-04 17:00:00,97.63,37.26,0.0,0.04,Thursday
2018-01-04 17:15:00,130.61,43.88,0.0,0.06,Thursday
2018-01-04 17:30:00,122.04,51.44,0.0,0.06,Thursday
2018-01-04 17:45:00,43.06,1.94,3.46,0.02,Thursday
2018-01-04 18:00:00,65.38,7.09,2.12,0.03,Thursday
2018-01-04 18:15:00,39.71,16.24,0.54,0.02,Thursday
2018-01-04 18:30:00,51.59,33.34,0.0,0.02,Thursday
2018-01-04 18:45:00,46.4,15.26,0.0,0.02,Thursday
2018-01-04 19:00:00,67.18,28.55,0.0,0.03,Thursday
2018-01-04 19:15:00,53.39,18.0,0.0,0.02,Thursday
2018-01-04 19:30:00,52.74,16.31,0.0,0.02,Thursday
2018-01-04 19:45:00,69.84,38.88,0.0,0.03,Thursday
2018-01-04 20:00:00,51.16,17.93,0.0,0.02,Thursday
2018-01-04 20:15:00,64.58,28.58,0.0,0.03,Thursday
2018-01-04 20:30:00,69.3,39.92,0.0,0.03,Thursday
2018-01-04 20:45:00,46.62,11.99,0.04,0.02,Thursday
2018-01-04 21:00:00,36.22,3.1,2.77,0.02,Thursday
2018-01-04 21:15:00,8.28,0.0,24.08,0.0,Thursday
2018-01-04 21:30:00,6.08,0.0,25.56,0.0,Thursday
2018-01-04 21:45:00,5.26,0.0,25.78,0.0,Thursday
2018-01-04 22:00:00,5.15,0.0,25.85,0.0,Thursday
2018-01-04 22:15:00,5.04,2.16,14.65,0.0,Thursday
2018-01-04 22:30:00,4.82,6.37,0.0,0.0,Thursday
2018-01-04 22:45:00,4.75,6.34,0.0,0.0,Thursday
2018-01-04 23:00:00,4.79,6.01,0.0,0.0,Thursday
2018-01-04 23:15:00,4.64,5.18,0.0,0.0,Thursday
2018-01-04 23:30:00,4.64,4.79,0.0,0.0,Thursday
2018-01-04 23:45:00,4.61,5.04,0.0,0.0,Thursday
2018-01-05 00:00:00,4.64,5.04,0.0,0.0,Thursday
2018-01-05 00:15:00,4.72,5.15,0.0,0.0,Friday
2018-01-05 00:30:00,4.68,5.22,0.0,0.0,Friday
2018-01-05 00:45:00,4.68,5.54,0.0,0.0,Friday
2018-01-05 01:00:00,4.72,5.58,0.0,0.0,Friday
2018-01-05 01:15:00,4.68,5.36,0.0,0.0,Friday
2018-01-05 01:30:00,4.68,5.33,0.0,0.0,Friday
2018-01-05 01:45:00,4.61,4.86,0.0,0.0,Friday
2018-01-05 02:00:00,4.61,4.68,0.0,0.0,Friday
2018-01-05 02:15:00,4.64,5.0,0.0,0.0,Friday
2018-01-05 02:30:00,4.64,4.97,0.0,0.0,Friday
2018-01-05 02:45:00,4.68,5.22,0.0,0.0,Friday
2018-01-05 03:00:00,4.64,5.04,0.0,0.0,Friday
2018-01-05 03:15:00,4.61,5.08,0.0,0.0,Friday
2018-01-05 03:30:00,4.68,5.04,0.0,0.0,Friday
2018-01-05 03:45:00,4.61,5.0,0.0,0.0,Friday
2018-01-05 04:00:00,4.72,5.0,0.0,0.0,Friday
2018-01-05 04:15:00,4.61,4.68,0.0,0.0,Friday
2018-01-05 04:30:00,4.61,4.72,0.0,0.0,Friday
2018-01-05 04:45:00,4.61,4.86,0.0,0.0,Friday
2018-01-05 05:00:00,4.61,4.82,0.0,0.0,Friday
2018-01-05 05:15:00,4.68,4.97,0.0,0.0,Friday
2018-01-05 05:30:00,4.64,4.93,0.0,0.0,Friday
2018-01-05 05:45:00,4.57,4.79,0.0,0.0,Friday
2018-01-05 06:00:00,4.64,4.93,0.0,0.0,Friday
