Measurement,Value,Timestamp,Line
good_count,38,2022-07-01 04:59:47.298209,line_2
state,idle,2022-07-01 04:59:47.298209,line_2
bad_count,1,2022-07-01 04:59:47.298209,line_2
state,idle,2022-07-01 05:01:01.278708,line_2
state,idle,2022-07-01 05:02:20.974827,line_2
state,normal,2022-07-01 05:03:01.399866,line_2
bad_count,0,2022-07-01 05:03:55.990507,line_1
state,normal,2022-07-01 05:03:55.990507,line_1
good_count,15,2022-07-01 05:03:55.990507,line_1
state,normal,2022-07-01 05:08:06.221527,line_2
bad_count,0,2022-07-01 05:08:06.221527,line_2
good_count,12,2022-07-01 05:08:06.221527,line_2
bad_count,0,2022-07-01 05:17:24.713960,line_1
state,idle,2022-07-01 05:17:24.713960,line_1
good_count,28,2022-07-01 05:17:24.713960,line_1
state,idle,2022-07-01 05:18:42.077901,line_1
state,normal,2022-07-01 05:19:54.786502,line_1
bad_count,1,2022-07-01 05:20:35.469847,line_2
good_count,35,2022-07-01 05:20:35.469847,line_2
state,idle,2022-07-01 05:20:35.469847,line_2
state,normal,2022-07-01 05:21:54.210377,line_2
good_count,29,2022-07-01 05:27:05.161834,line_1
bad_count,0,2022-07-01 05:27:05.161834,line_1
state,normal,2022-07-01 05:27:05.161834,line_1
state,normal,2022-07-01 05:29:44.306436,line_2
bad_count,1,2022-07-01 05:29:44.306436,line_2
good_count,24,2022-07-01 05:29:44.306436,line_2
good_count,22,2022-07-01 05:37:15.768749,line_1
state,normal,2022-07-01 05:37:15.768749,line_1
bad_count,0,2022-07-01 05:37:15.768749,line_1
good_count,47,2022-07-01 05:43:45.874077,line_2
bad_count,2,2022-07-01 05:43:45.874077,line_2
state,normal,2022-07-01 05:43:45.874077,line_2
state,idle,2022-07-01 05:47:07.473820,line_1
bad_count,1,2022-07-01 05:47:07.473820,line_1
good_count,33,2022-07-01 05:47:07.473820,line_1
state,normal,2022-07-01 05:48:23.168220,line_1
bad_count,1,2022-07-01 05:54:58.241807,line_2
state,idle,2022-07-01 05:54:58.241807,line_2
good_count,27,2022-07-01 05:54:58.241807,line_2
state,idle,2022-07-01 05:55:41.250996,line_2
state,idle,2022-07-01 05:57:03.502620,line_2
state,planned_stop,2022-07-01 05:57:47.897657,line_2
good_count,50,2022-07-01 06:01:00.277561,line_1
bad_count,0,2022-07-01 06:01:00.277561,line_1
state,normal,2022-07-01 06:01:00.277561,line_1
good_count,16,2022-07-01 06:06:18.310841,line_1
bad_count,0,2022-07-01 06:06:18.310841,line_1
state,idle,2022-07-01 06:06:18.310841,line_1
state,normal,2022-07-01 06:07:10.291790,line_1
bad_count,0,2022-07-01 06:14:12.475373,line_1
state,idle,2022-07-01 06:14:12.475373,line_1
good_count,14,2022-07-01 06:14:12.475373,line_1
state,normal,2022-07-01 06:15:07.510896,line_1
good_count,40,2022-07-01 06:27:54.058469,line_1
bad_count,0,2022-07-01 06:27:54.058469,line_1
state,idle,2022-07-01 06:27:54.058469,line_1
state,idle,2022-07-01 06:28:45.068309,line_1
state,normal,2022-07-01 06:30:15.008114,line_1
state,normal,2022-07-01 06:40:24.889965,line_2
good_count,52,2022-07-01 06:43:48.378271,line_1
state,idle,2022-07-01 06:43:48.378271,line_1
bad_count,1,2022-07-01 06:43:48.378271,line_1
state,normal,2022-07-01 06:44:23.691517,line_1
good_count,16,2022-07-01 06:47:35.350836,line_2
bad_count,0,2022-07-01 06:47:35.350836,line_2
state,idle,2022-07-01 06:47:35.350836,line_2
state,normal,2022-07-01 06:48:06.373215,line_2
good_count,19,2022-07-01 06:54:10.596445,line_2
bad_count,1,2022-07-01 06:54:10.596445,line_2
state,idle,2022-07-01 06:54:10.596445,line_2
state,normal,2022-07-01 06:54:51.700301,line_2
state,idle,2022-07-01 06:57:13.914561,line_1
bad_count,1,2022-07-01 06:57:13.914561,line_1
good_count,48,2022-07-01 06:57:13.914561,line_1
state,normal,2022-07-01 06:58:01.873341,line_1
good_count,41,2022-07-01 07:06:22.757757,line_2
state,normal,2022-07-01 07:06:22.757757,line_2
bad_count,1,2022-07-01 07:06:22.757757,line_2
bad_count,1,2022-07-01 07:08:05.769958,line_1
state,normal,2022-07-01 07:08:05.769958,line_1
good_count,37,2022-07-01 07:08:05.769958,line_1
state,normal,2022-07-01 07:16:38.877012,line_1
bad_count,0,2022-07-01 07:16:38.877012,line_1
good_count,17,2022-07-01 07:16:38.877012,line_1
good_count,47,2022-07-01 07:21:00.095061,line_2
bad_count,1,2022-07-01 07:21:00.095061,line_2
state,normal,2022-07-01 07:21:00.095061,line_2
state,idle,2022-07-01 07:26:45.115347,line_1
good_count,42,2022-07-01 07:26:45.115347,line_1
bad_count,0,2022-07-01 07:26:45.115347,line_1
bad_count,1,2022-07-01 07:27:51.648952,line_2
state,idle,2022-07-01 07:27:51.648952,line_2
good_count,19,2022-07-01 07:27:51.648952,line_2
state,normal,2022-07-01 07:28:05.862029,line_1
state,planned_stop,2022-07-01 07:28:33.235453,line_2
state,normal,2022-07-01 07:39:28.478025,line_1
bad_count,0,2022-07-01 07:39:28.478025,line_1
good_count,29,2022-07-01 07:39:28.478025,line_1
good_count,55,2022-07-01 07:52:49.484561,line_1
bad_count,1,2022-07-01 07:52:49.484561,line_1
state,normal,2022-07-01 07:52:49.484561,line_1
state,normal,2022-07-01 08:02:33.286412,line_1
bad_count,1,2022-07-01 08:02:33.286412,line_1
good_count,37,2022-07-01 08:02:33.286412,line_1
state,normal,2022-07-01 08:03:29.530464,line_2
good_count,22,2022-07-01 08:10:46.046406,line_1
state,idle,2022-07-01 08:10:46.046406,line_1
bad_count,0,2022-07-01 08:10:46.046406,line_1
state,idle,2022-07-01 08:11:19.647362,line_1
state,idle,2022-07-01 08:12:10.823139,line_1
state,normal,2022-07-01 08:13:20.198945,line_1
state,normal,2022-07-01 08:13:42.694280,line_2
bad_count,1,2022-07-01 08:13:42.694280,line_2
good_count,23,2022-07-01 08:13:42.694280,line_2
state,normal,2022-07-01 08:20:18.662162,line_2
bad_count,0,2022-07-01 08:20:18.662162,line_2
good_count,15,2022-07-01 08:20:18.662162,line_2
bad_count,0,2022-07-01 08:23:54.936354,line_1
good_count,29,2022-07-01 08:23:54.936354,line_1
state,idle,2022-07-01 08:23:54.936354,line_1
state,idle,2022-07-01 08:25:07.676958,line_1
state,idle,2022-07-01 08:25:57.108734,line_1
state,idle,2022-07-01 08:26:36.036420,line_1
state,normal,2022-07-01 08:27:08.163071,line_1
state,idle,2022-07-01 08:28:10.756574,line_2
bad_count,1,2022-07-01 08:28:10.756574,line_2
good_count,22,2022-07-01 08:28:10.756574,line_2
state,normal,2022-07-01 08:28:49.981130,line_2
good_count,51,2022-07-01 08:40:57.817934,line_1
state,idle,2022-07-01 08:40:57.817934,line_1
bad_count,0,2022-07-01 08:40:57.817934,line_1
state,idle,2022-07-01 08:41:52.078694,line_1
state,idle,2022-07-01 08:42:36.846214,line_1
good_count,25,2022-07-01 08:43:21.256988,line_2
bad_count,1,2022-07-01 08:43:21.256988,line_2
state,idle,2022-07-01 08:43:21.256988,line_2
state,normal,2022-07-01 08:43:55.665921,line_1
state,normal,2022-07-01 08:44:44.273848,line_2
good_count,27,2022-07-01 08:50:42.604683,line_1
bad_count,0,2022-07-01 08:50:42.604683,line_1
state,planned_stop,2022-07-01 08:50:42.604683,line_1
bad_count,1,2022-07-01 08:56:01.652423,line_2
state,normal,2022-07-01 08:56:01.652423,line_2
good_count,25,2022-07-01 08:56:01.652423,line_2
state,normal,2022-07-01 09:05:59.787098,line_2
bad_count,1,2022-07-01 09:05:59.787098,line_2
good_count,23,2022-07-01 09:05:59.787098,line_2
state,normal,2022-07-01 09:06:23.499596,line_1
good_count,49,2022-07-01 09:18:29.694479,line_1
bad_count,1,2022-07-01 09:18:29.694479,line_1
state,idle,2022-07-01 09:18:29.694479,line_1
state,normal,2022-07-01 09:19:36.363865,line_1
good_count,45,2022-07-01 09:19:47.320708,line_2
bad_count,2,2022-07-01 09:19:47.320708,line_2
state,normal,2022-07-01 09:19:47.320708,line_2
good_count,28,2022-07-01 09:30:57.023715,line_2
bad_count,1,2022-07-01 09:30:57.023715,line_2
state,normal,2022-07-01 09:30:57.023715,line_2
good_count,30,2022-07-01 09:31:07.603919,line_1
state,normal,2022-07-01 09:31:07.603919,line_1
bad_count,0,2022-07-01 09:31:07.603919,line_1
bad_count,0,2022-07-01 09:38:02.538372,line_1
state,idle,2022-07-01 09:38:02.538372,line_1
good_count,28,2022-07-01 09:38:02.538372,line_1
state,idle,2022-07-01 09:39:22.114873,line_1
state,idle,2022-07-01 09:40:51.761062,line_1
state,planned_stop,2022-07-01 09:41:30.708689,line_1
bad_count,2,2022-07-01 09:45:33.798764,line_2
good_count,36,2022-07-01 09:45:33.798764,line_2
state,normal,2022-07-01 09:45:33.798764,line_2
good_count,14,2022-07-01 09:50:50.573787,line_2
state,idle,2022-07-01 09:50:50.573787,line_2
bad_count,1,2022-07-01 09:50:50.573787,line_2
state,normal,2022-07-01 09:51:45.161888,line_2
state,idle,2022-07-01 10:02:34.673589,line_1
bad_count,1,2022-07-01 10:03:18.337054,line_2
state,idle,2022-07-01 10:03:18.337054,line_2
good_count,31,2022-07-01 10:03:18.337054,line_2
state,idle,2022-07-01 10:03:24.483468,line_1
state,normal,2022-07-01 10:04:25.325239,line_2
state,idle,2022-07-01 10:04:27.823759,line_1
state,normal,2022-07-01 10:05:22.942644,line_1
bad_count,0,2022-07-01 10:13:12.120862,line_1
state,normal,2022-07-01 10:13:12.120862,line_1
good_count,17,2022-07-01 10:13:12.120862,line_1
state,idle,2022-07-01 10:15:08.702868,line_2
bad_count,1,2022-07-01 10:15:08.702868,line_2
good_count,34,2022-07-01 10:15:08.702868,line_2
state,normal,2022-07-01 10:15:47.102306,line_2
state,idle,2022-07-01 10:22:04.415833,line_1
good_count,22,2022-07-01 10:22:04.415833,line_1
bad_count,0,2022-07-01 10:22:04.415833,line_1
state,normal,2022-07-01 10:23:19.147733,line_1
bad_count,2,2022-07-01 10:28:21.677726,line_2
good_count,29,2022-07-01 10:28:21.677726,line_2
state,planned_stop,2022-07-01 10:28:21.677726,line_2
state,normal,2022-07-01 10:28:58.970913,line_1
bad_count,0,2022-07-01 10:28:58.970913,line_1
good_count,19,2022-07-01 10:28:58.970913,line_1
good_count,29,2022-07-01 10:38:15.802014,line_1
bad_count,0,2022-07-01 10:38:15.802014,line_1
state,normal,2022-07-01 10:38:15.802014,line_1
good_count,38,2022-07-01 10:48:31.067195,line_1
bad_count,1,2022-07-01 10:48:31.067195,line_1
state,idle,2022-07-01 10:48:31.067195,line_1
state,idle,2022-07-01 10:49:38.298345,line_1
state,idle,2022-07-01 10:50:13.437366,line_1
state,idle,2022-07-01 10:50:49.497284,line_1
state,idle,2022-07-01 10:52:12.223352,line_1
state,normal,2022-07-01 10:52:50.159670,line_1
state,idle,2022-07-01 11:00:03.357806,line_1
good_count,26,2022-07-01 11:00:03.357806,line_1
bad_count,0,2022-07-01 11:00:03.357806,line_1
state,idle,2022-07-01 11:00:53.896791,line_1
state,normal,2022-07-01 11:02:10.928298,line_1
good_count,56,2022-07-01 11:16:05.125803,line_1
bad_count,1,2022-07-01 11:16:05.125803,line_1
state,normal,2022-07-01 11:16:05.125803,line_1
good_count,13,2022-07-01 11:21:07.076288,line_1
bad_count,0,2022-07-01 11:21:07.076288,line_1
state,normal,2022-07-01 11:21:07.076288,line_1
state,idle,2022-07-01 11:22:14.951819,line_2
state,idle,2022-07-01 11:23:30.538469,line_2
state,idle,2022-07-01 11:24:15.538145,line_2
state,idle,2022-07-01 11:24:58.250338,line_2
state,normal,2022-07-01 11:25:29.156893,line_2
good_count,17,2022-07-01 11:31:53.444505,line_2
state,idle,2022-07-01 11:31:53.444505,line_2
bad_count,1,2022-07-01 11:31:53.444505,line_2
good_count,26,2022-07-01 11:32:23.950703,line_1
bad_count,0,2022-07-01 11:32:23.950703,line_1
state,normal,2022-07-01 11:32:23.950703,line_1
state,normal,2022-07-01 11:32:55.255198,line_2
state,idle,2022-07-01 11:40:57.997314,line_2
bad_count,1,2022-07-01 11:40:57.997314,line_2
good_count,17,2022-07-01 11:40:57.997314,line_2
state,normal,2022-07-01 11:42:05.633742,line_2
good_count,30,2022-07-01 11:43:25.518718,line_1
bad_count,0,2022-07-01 11:43:25.518718,line_1
state,normal,2022-07-01 11:43:25.518718,line_1
good_count,24,2022-07-01 11:52:34.790295,line_1
state,normal,2022-07-01 11:52:34.790295,line_1
bad_count,0,2022-07-01 11:52:34.790295,line_1
bad_count,1,2022-07-01 11:53:13.973557,line_2
state,idle,2022-07-01 11:53:13.973557,line_2
good_count,24,2022-07-01 11:53:13.973557,line_2
state,normal,2022-07-01 11:54:41.615033,line_2
good_count,19,2022-07-01 12:01:19.194373,line_2
bad_count,1,2022-07-01 12:01:19.194373,line_2
state,idle,2022-07-01 12:01:19.194373,line_2
state,normal,2022-07-01 12:02:49.112912,line_2
good_count,27,2022-07-01 12:05:04.662397,line_1
bad_count,0,2022-07-01 12:05:04.662397,line_1
state,normal,2022-07-01 12:05:04.662397,line_1
good_count,36,2022-07-01 12:14:03.330556,line_2
state,normal,2022-07-01 12:14:03.330556,line_2
bad_count,2,2022-07-01 12:14:03.330556,line_2
good_count,31,2022-07-01 12:16:55.774898,line_1
bad_count,0,2022-07-01 12:16:55.774898,line_1
state,normal,2022-07-01 12:16:55.774898,line_1
state,idle,2022-07-01 12:22:54.975789,line_1
bad_count,0,2022-07-01 12:22:54.975789,line_1
good_count,17,2022-07-01 12:22:54.975789,line_1
state,idle,2022-07-01 12:23:30.386639,line_1
state,normal,2022-07-01 12:24:27.866063,line_1
good_count,25,2022-07-01 12:27:11.058501,line_2
bad_count,1,2022-07-01 12:27:11.058501,line_2
state,normal,2022-07-01 12:27:11.058501,line_2
state,idle,2022-07-01 12:36:37.507798,line_2
bad_count,1,2022-07-01 12:36:37.507798,line_2
good_count,29,2022-07-01 12:36:37.507798,line_2
state,normal,2022-07-01 12:37:21.744827,line_2
good_count,28,2022-07-01 12:39:09.565244,line_1
bad_count,0,2022-07-01 12:39:09.565244,line_1
state,idle,2022-07-01 12:39:09.565244,line_1
state,planned_stop,2022-07-01 12:39:59.337613,line_1
bad_count,1,2022-07-01 12:46:18.974716,line_2
good_count,21,2022-07-01 12:46:18.974716,line_2
state,idle,2022-07-01 12:46:18.974716,line_2
state,normal,2022-07-01 12:47:16.028109,line_2
bad_count,2,2022-07-01 12:59:24.913985,line_2
state,idle,2022-07-01 12:59:24.913985,line_2
good_count,36,2022-07-01 12:59:24.913985,line_2
state,idle,2022-07-01 13:00:06.719291,line_1
state,idle,2022-07-01 13:00:52.859939,line_2
state,normal,2022-07-01 13:01:18.240794,line_1
state,idle,2022-07-01 13:01:38.247266,line_2
state,normal,2022-07-01 13:02:50.826563,line_2
good_count,33,2022-07-01 13:10:13.126070,line_1
state,idle,2022-07-01 13:10:13.126070,line_1
bad_count,0,2022-07-01 13:10:13.126070,line_1
state,normal,2022-07-01 13:11:41.578816,line_1
bad_count,1,2022-07-01 13:16:48.548727,line_2
state,idle,2022-07-01 13:16:48.548727,line_2
good_count,26,2022-07-01 13:16:48.548727,line_2
state,idle,2022-07-01 13:18:15.040945,line_2
state,normal,2022-07-01 13:19:36.484290,line_2
good_count,37,2022-07-01 13:20:45.781941,line_1
bad_count,1,2022-07-01 13:20:45.781941,line_1
state,normal,2022-07-01 13:20:45.781941,line_1
good_count,36,2022-07-01 13:31:41.152090,line_1
bad_count,0,2022-07-01 13:31:41.152090,line_1
state,normal,2022-07-01 13:31:41.152090,line_1
state,idle,2022-07-01 13:31:49.034985,line_2
good_count,32,2022-07-01 13:31:49.034985,line_2
bad_count,1,2022-07-01 13:31:49.034985,line_2
state,idle,2022-07-01 13:33:00.233295,line_2
state,normal,2022-07-01 13:33:41.630415,line_2
state,idle,2022-07-01 13:41:23.492326,line_1
bad_count,1,2022-07-01 13:41:23.492326,line_1
good_count,33,2022-07-01 13:41:23.492326,line_1
bad_count,1,2022-07-01 13:42:32.395179,line_2
good_count,14,2022-07-01 13:42:32.395179,line_2
state,normal,2022-07-01 13:42:32.395179,line_2
state,normal,2022-07-01 13:42:36.185150,line_1
state,normal,2022-07-01 13:47:48.608867,line_1
bad_count,0,2022-07-01 13:47:48.608867,line_1
good_count,19,2022-07-01 13:47:48.608867,line_1
good_count,15,2022-07-01 13:48:10.431093,line_2
state,idle,2022-07-01 13:48:10.431093,line_2
bad_count,0,2022-07-01 13:48:10.431093,line_2
state,idle,2022-07-01 13:49:26.315828,line_2
state,idle,2022-07-01 13:50:44.213916,line_2
state,normal,2022-07-01 13:51:47.695891,line_2
bad_count,0,2022-07-01 13:57:18.571310,line_1
state,idle,2022-07-01 13:57:18.571310,line_1
good_count,25,2022-07-01 13:57:18.571310,line_1
state,normal,2022-07-01 13:58:24.672028,line_1
bad_count,1,2022-07-01 14:06:23.783604,line_2
good_count,34,2022-07-01 14:06:23.783604,line_2
state,normal,2022-07-01 14:06:23.783604,line_2
good_count,24,2022-07-01 14:07:17.308273,line_1
bad_count,0,2022-07-01 14:07:17.308273,line_1
state,normal,2022-07-01 14:07:17.308273,line_1
good_count,17,2022-07-01 14:16:02.715366,line_2
state,normal,2022-07-01 14:16:02.715366,line_2
bad_count,1,2022-07-01 14:16:02.715366,line_2
good_count,33,2022-07-01 14:16:34.888506,line_1
state,normal,2022-07-01 14:16:34.888506,line_1
bad_count,1,2022-07-01 14:16:34.888506,line_1
good_count,31,2022-07-01 14:26:09.058014,line_2
bad_count,1,2022-07-01 14:26:09.058014,line_2
